Model,MSO4032,,,,
Firmware Version,2.68,,,,
,,,,,
Waveform Type,ANALOG,,,Waveform Type,ANALOG
Point Format,Y,,,Point Format,Y
Horizontal Units,s,,,Horizontal Units,s
Horizontal Scale,10,,,Horizontal Scale,4.00E-08
Horizontal Delay,0,,,Horizontal Delay,0
Sample Interval,0.01,,,Sample Interval,4.00E-10
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,1,,,Probe Attenuation,1
Vertical Units,V,,,Vertical Units,V
Vertical Offset,0,,,Vertical Offset,0
Vertical Scale,0.02,,,Vertical Scale,0.02
Vertical Position,0,,,Vertical Position,0
,,,,,
,,,,,
,,,,,
Label,,,,Label,
TIME,CH1,CH2,,TIME,REF1
-2.75E+01,-0.0016,0.0036,,-1.10E-06,-0.0032
-2.75E+01,-0.0016,-0.0052,,-1.10E-06,-0.0024
-2.74E+01,0.0048,-0.006,,-1.10E-06,-0.0016
-2.74E+01,0.008,0.0036,,-1.10E-06,-0.0024
-2.74E+01,-0.0008,-0.0044,,-1.10E-06,-0.004
-2.74E+01,-0.0024,-0.006,,-1.10E-06,-0.0032
-2.74E+01,0.0072,0.006,,-1.10E-06,-0.0032
-2.74E+01,-0.0032,0.0004,,-1.10E-06,-0.0024
-2.74E+01,-0.0024,-0.0036,,-1.10E-06,-0.0032
-2.74E+01,0.008,-0.0028,,-1.09E-06,-0.0024
-2.74E+01,0.0056,0.006,,-1.09E-06,-0.0024
-2.74E+01,-0.004,-0.0068,,-1.09E-06,-0.0024
-2.73E+01,-0.0024,-0.0036,,-1.09E-06,-0.0024
-2.73E+01,0.0072,0.0052,,-1.09E-06,-0.0024
-2.73E+01,-0.0016,-0.0044,,-1.09E-06,-0.0016
-2.73E+01,-0.0016,-0.0036,,-1.09E-06,-0.0024
-2.73E+01,0.0048,0.0036,,-1.09E-06,-0.0024
-2.73E+01,0.0056,0.0044,,-1.09E-06,-0.0024
-2.73E+01,-0.0016,-0.0036,,-1.09E-06,-0.0024
-2.73E+01,-0.004,-0.0044,,-1.09E-06,-0.004
-2.73E+01,0.0048,0.006,,-1.09E-06,-0.0024
-2.73E+01,-0.004,-0.0028,,-1.09E-06,-0.0016
-2.72E+01,-0.004,-0.0036,,-1.09E-06,-0.0024
-2.72E+01,0.0064,0.0068,,-1.09E-06,-0.0024
-2.72E+01,0.004,0.0068,,-1.09E-06,-0.0016
-2.72E+01,-0.0024,-0.0044,,-1.09E-06,-0.0024
-2.72E+01,-0.0048,-0.0036,,-1.09E-06,-0.0024
-2.72E+01,0.0064,0.0052,,-1.09E-06,-0.0024
-2.72E+01,-0.0016,-0.0044,,-1.09E-06,-0.0032
-2.72E+01,-0.0024,-0.0044,,-1.09E-06,-0.0024
-2.72E+01,0.0088,0.006,,-1.09E-06,-0.004
-2.72E+01,0,0.0036,,-1.09E-06,-0.004
-2.71E+01,-0.0016,-0.0052,,-1.09E-06,-0.004
-2.71E+01,-0.0016,-0.0036,,-1.09E-06,-0.004
-2.71E+01,0.0064,0.0044,,-1.08E-06,-0.0032
-2.71E+01,-0.0016,-0.0028,,-1.08E-06,-0.0024
-2.71E+01,-0.0032,-0.0044,,-1.08E-06,-0.0016
-2.71E+01,0.0048,0.0052,,-1.08E-06,-0.0008
-2.71E+01,-0.0024,0.002,,-1.08E-06,-0.0016
-2.71E+01,-0.004,-0.0036,,-1.08E-06,-0.0024
-2.71E+01,0,-0.0052,,-1.08E-06,-0.0016
-2.71E+01,0.0048,0.0052,,-1.08E-06,-0.004
-2.70E+01,-0.0024,-0.0036,,-1.08E-06,-0.0048
-2.70E+01,-0.0032,-0.0036,,-1.08E-06,-0.0048
-2.70E+01,0.0072,0.0084,,-1.08E-06,-0.0048
-2.70E+01,-0.0008,-0.0012,,-1.08E-06,-0.0024
-2.70E+01,-0.0032,-0.0044,,-1.08E-06,-0.0024
-2.70E+01,0.008,-0.0052,,-1.08E-06,-0.0016
-2.70E+01,0.008,0.006,,-1.08E-06,0
-2.70E+01,-0.0016,-0.006,,-1.08E-06,0
-2.70E+01,-0.0008,-0.0044,,-1.08E-06,0.0016
-2.70E+01,0.0056,0.0036,,-1.08E-06,0.0032
-2.69E+01,0,-0.0012,,-1.08E-06,0.004
-2.69E+01,-0.0032,-0.0036,,-1.08E-06,0.0048
-2.69E+01,0.008,-0.0036,,-1.08E-06,0.0064
-2.69E+01,0.0056,0.006,,-1.08E-06,0.0072
-2.69E+01,-0.0032,-0.0036,,-1.08E-06,0.008
-2.69E+01,-0.0024,-0.0036,,-1.08E-06,0.0088
-2.69E+01,0.0056,0.0068,,-1.08E-06,0.0088
-2.69E+01,-0.0024,-0.0028,,-1.07E-06,0.0088
-2.69E+01,-0.0008,-0.0044,,-1.07E-06,0.008
-2.69E+01,0.0064,0.0052,,-1.07E-06,0.008
-2.68E+01,0.0072,0.0068,,-1.07E-06,0.008
-2.68E+01,-0.0048,-0.006,,-1.07E-06,0.008
-2.68E+01,-0.0024,-0.0052,,-1.07E-06,0.008
-2.68E+01,0.008,0.0044,,-1.07E-06,0.008
-2.68E+01,-0.0024,-0.0044,,-1.07E-06,0.0088
-2.68E+01,-0.0024,-0.0052,,-1.07E-06,0.0072
-2.68E+01,0.0056,0.0068,,-1.07E-06,0.008
-2.68E+01,0.0016,0.006,,-1.07E-06,0.008
-2.68E+01,-0.0008,-0.0044,,-1.07E-06,0.0072
-2.68E+01,-0.0024,-0.0044,,-1.07E-06,0.008
-2.67E+01,0.0048,0.0052,,-1.07E-06,0.0064
-2.67E+01,-0.0016,-0.0044,,-1.07E-06,0.0056
-2.67E+01,-0.0016,-0.006,,-1.07E-06,0.0056
-2.67E+01,0.0072,0.006,,-1.07E-06,0.0048
-2.67E+01,0,0.0036,,-1.07E-06,0.0064
-2.67E+01,-0.0032,-0.0036,,-1.07E-06,0.0056
-2.67E+01,-0.0024,-0.006,,-1.07E-06,0.0048
-2.67E+01,0.0072,0.0044,,-1.07E-06,0.0064
-2.67E+01,-0.0016,-0.0036,,-1.07E-06,0.0064
-2.67E+01,-0.0032,-0.0052,,-1.07E-06,0.0072
-2.66E+01,0.0048,0.0036,,-1.07E-06,0.0072
-2.66E+01,-0.0016,-0.0004,,-1.07E-06,0.0072
-2.66E+01,-0.0032,-0.0036,,-1.06E-06,0.0064
-2.66E+01,0.0048,-0.0044,,-1.06E-06,0.0064
-2.66E+01,0.0064,0.006,,-1.06E-06,0.0072
-2.66E+01,-0.0024,-0.0044,,-1.06E-06,0.0088
-2.66E+01,-0.0016,-0.0052,,-1.06E-06,0.0088
-2.66E+01,0.008,0.0068,,-1.06E-06,0.0096
-2.66E+01,-0.0032,-0.0004,,-1.06E-06,0.0104
-2.66E+01,-0.0024,-0.0044,,-1.06E-06,0.0096
-2.65E+01,0.0064,-0.0044,,-1.06E-06,0.0088
-2.65E+01,0.0048,0.006,,-1.06E-06,0.0088
-2.65E+01,-0.0024,-0.0036,,-1.06E-06,0.008
-2.65E+01,-0.0024,-0.0036,,-1.06E-06,0.008
-2.65E+01,0.0048,0.0052,,-1.06E-06,0.0064
-2.65E+01,-0.0008,-0.002,,-1.06E-06,0.008
-2.65E+01,-0.0024,-0.0028,,-1.06E-06,0.0072
-2.65E+01,0.0088,-0.0004,,-1.06E-06,0.008
-2.65E+01,0.0072,0.0068,,-1.06E-06,0.0096
-2.65E+01,-0.0016,-0.0044,,-1.06E-06,0.008
-2.64E+01,-0.0008,-0.0044,,-1.06E-06,0.0072
-2.64E+01,0.0056,0.0036,,-1.06E-06,0.008
-2.64E+01,-0.0024,-0.0028,,-1.06E-06,0.008
-2.64E+01,-0.004,-0.0052,,-1.06E-06,0.0056
-2.64E+01,0.0064,0.0052,,-1.06E-06,0.0048
-2.64E+01,0.0072,0.006,,-1.06E-06,0.0048
-2.64E+01,-0.0032,-0.0044,,-1.06E-06,0.0064
-2.64E+01,-0.0024,-0.0044,,-1.05E-06,0.0056
-2.64E+01,0.0072,0.0052,,-1.05E-06,0.0056
-2.64E+01,-0.0024,-0.0044,,-1.05E-06,0.0064
-2.63E+01,-0.0024,-0.006,,-1.05E-06,0.0064
-2.63E+01,0.0072,0.0044,,-1.05E-06,0.008
-2.63E+01,0.0056,0.0052,,-1.05E-06,0.0088
-2.63E+01,-0.0032,-0.0044,,-1.05E-06,0.008
-2.63E+01,-0.0016,-0.0044,,-1.05E-06,0.0088
-2.63E+01,0.0064,0.0036,,-1.05E-06,0.0072
-2.63E+01,-0.0016,-0.0052,,-1.05E-06,0.008
-2.63E+01,-0.0024,-0.0044,,-1.05E-06,0.0064
-2.63E+01,0.0056,0.0076,,-1.05E-06,0.0072
-2.63E+01,0.0024,0.006,,-1.05E-06,0.0072
-2.62E+01,0.0008,-0.0028,,-1.05E-06,0.008
-2.62E+01,-0.0016,-0.0036,,-1.05E-06,0.0072
-2.62E+01,0.0064,0.0076,,-1.05E-06,0.0096
-2.62E+01,-0.0024,-0.0044,,-1.05E-06,0.0088
-2.62E+01,-0.0016,-0.0044,,-1.05E-06,0.0096
-2.62E+01,0.0064,0.0052,,-1.05E-06,0.0096
-2.62E+01,-0.0024,0.0052,,-1.05E-06,0.008
-2.62E+01,-0.0016,-0.0052,,-1.05E-06,0.008
-2.62E+01,0.0024,-0.0044,,-1.05E-06,0.0072
-2.62E+01,0.008,0.0028,,-1.05E-06,0.0072
-2.61E+01,-0.0008,-0.0052,,-1.05E-06,0.0064
-2.61E+01,-0.0024,-0.0052,,-1.05E-06,0.0072
-2.61E+01,0.0056,0.0044,,-1.04E-06,0.0072
-2.61E+01,-0.0024,0.0004,,-1.04E-06,0.0064
-2.61E+01,-0.004,-0.0052,,-1.04E-06,0.0056
-2.61E+01,0.0072,-0.0036,,-1.04E-06,0.0064
-2.61E+01,0.008,0.006,,-1.04E-06,0.0056
-2.61E+01,-0.0008,-0.002,,-1.04E-06,0.0056
-2.61E+01,-0.0024,-0.0052,,-1.04E-06,0.0056
-2.61E+01,0.0064,0.0044,,-1.04E-06,0.0056
-2.60E+01,-0.004,-0.002,,-1.04E-06,0.0056
-2.60E+01,-0.0016,-0.006,,-1.04E-06,0.0056
-2.60E+01,0.0064,-0.0004,,-1.04E-06,0.0064
-2.60E+01,0.004,0.0044,,-1.04E-06,0.0056
-2.60E+01,-0.0008,-0.0044,,-1.04E-06,0.004
-2.60E+01,-0.0032,-0.0052,,-1.04E-06,0.0032
-2.60E+01,0.0048,0.0076,,-1.04E-06,0.0024
-2.60E+01,-0.0016,-0.0044,,-1.04E-06,0.0016
-2.60E+01,-0.0016,-0.0044,,-1.04E-06,0
-2.60E+01,0.0064,0.0036,,-1.04E-06,0
-2.59E+01,0.0072,0.006,,-1.04E-06,0
-2.59E+01,-0.0024,-0.0044,,-1.04E-06,-0.0008
-2.59E+01,-0.0032,-0.0044,,-1.04E-06,-0.0008
-2.59E+01,0.0056,0.0068,,-1.04E-06,-0.0008
-2.59E+01,-0.0008,-0.0052,,-1.04E-06,-0.0008
-2.59E+01,-0.004,-0.0044,,-1.04E-06,-0.0008
-2.59E+01,0.0048,0.0068,,-1.04E-06,-0.0008
-2.59E+01,0.004,0.006,,-1.03E-06,-0.0016
-2.59E+01,-0.0024,-0.0036,,-1.03E-06,-0.0016
-2.59E+01,-0.0024,-0.0036,,-1.03E-06,-0.0008
-2.58E+01,0.0064,0.0068,,-1.03E-06,-0.0016
-2.58E+01,-0.0008,-0.0044,,-1.03E-06,-0.0016
-2.58E+01,-0.0016,-0.0052,,-1.03E-06,-0.0016
-2.58E+01,0.0048,0.0052,,-1.03E-06,-0.0016
-2.58E+01,0.0032,0.0036,,-1.03E-06,-0.0016
-2.58E+01,-0.0016,-0.0044,,-1.03E-06,-0.0008
-2.58E+01,-0.004,-0.0052,,-1.03E-06,-0.0008
-2.58E+01,0.0064,0.0052,,-1.03E-06,-0.0016
-2.58E+01,-0.0008,-0.0052,,-1.03E-06,-0.0008
-2.58E+01,-0.0024,-0.0044,,-1.03E-06,-0.0016
-2.57E+01,0.0064,0.0052,,-1.03E-06,-0.0016
-2.57E+01,-0.0008,0.0028,,-1.03E-06,-0.0032
-2.57E+01,-0.0024,-0.0028,,-1.03E-06,-0.0032
-2.57E+01,0.0016,-0.0012,,-1.03E-06,-0.004
-2.57E+01,0.0072,0.0084,,-1.03E-06,-0.0024
-2.57E+01,-0.0024,-0.0028,,-1.03E-06,-0.0024
-2.57E+01,-0.0016,-0.0044,,-1.03E-06,-0.0024
-2.57E+01,0.0048,0.0044,,-1.03E-06,-0.0016
-2.57E+01,-0.0032,-0.0012,,-1.03E-06,-0.0008
-2.57E+01,0,-0.002,,-1.03E-06,-0.0024
-2.56E+01,0.0064,-0.0052,,-1.03E-06,-0.0024
-2.56E+01,0.008,0.0044,,-1.03E-06,-0.0032
-2.56E+01,-0.0016,-0.0044,,-1.02E-06,-0.004
-2.56E+01,-0.0024,-0.0076,,-1.02E-06,-0.004
-2.56E+01,0.0064,0.0068,,-1.02E-06,-0.0032
-2.56E+01,-0.0024,-0.002,,-1.02E-06,-0.0024
-2.56E+01,0.0008,-0.0028,,-1.02E-06,-0.0024
-2.56E+01,0.0064,-0.002,,-1.02E-06,-0.0016
-2.56E+01,0.0064,0.0068,,-1.02E-06,-0.0024
-2.56E+01,-0.0016,-0.0036,,-1.02E-06,-0.0024
-2.55E+01,-0.0024,-0.0044,,-1.02E-06,-0.0024
-2.55E+01,0.0056,0.0044,,-1.02E-06,-0.0016
-2.55E+01,-0.004,-0.0028,,-1.02E-06,-0.0024
-2.55E+01,-0.0024,-0.0036,,-1.02E-06,-0.0024
-2.55E+01,0.0096,0.0052,,-1.02E-06,-0.0032
-2.55E+01,0.0056,0.006,,-1.02E-06,-0.0032
-2.55E+01,-0.0024,-0.002,,-1.02E-06,-0.004
-2.55E+01,-0.0032,-0.0044,,-1.02E-06,-0.0024
-2.55E+01,0.0064,0.0036,,-1.02E-06,-0.0024
-2.55E+01,-0.0024,-0.0044,,-1.02E-06,-0.0024
-2.54E+01,-0.0008,-0.006,,-1.02E-06,-0.0024
-2.54E+01,0.008,0.006,,-1.02E-06,-0.0016
-2.54E+01,0.004,0.0076,,-1.02E-06,-0.0016
-2.54E+01,-0.0024,-0.002,,-1.02E-06,-0.0008
-2.54E+01,-0.0016,-0.0036,,-1.02E-06,-0.0008
-2.54E+01,0.0072,0.0052,,-1.02E-06,-0.0016
-2.54E+01,-0.0032,-0.0052,,-1.02E-06,-0.0024
-2.54E+01,-0.0016,-0.0044,,-1.01E-06,-0.0024
-2.54E+01,0.004,0.006,,-1.01E-06,-0.0024
-2.54E+01,0.0016,0.0044,,-1.01E-06,-0.0024
-2.53E+01,-0.0048,-0.0036,,-1.01E-06,-0.0016
-2.53E+01,-0.004,-0.006,,-1.01E-06,-0.0016
-2.53E+01,0.0072,0.0068,,-1.01E-06,-0.0008
-2.53E+01,-0.0024,-0.0044,,-1.01E-06,-0.0016
-2.53E+01,-0.0024,-0.0044,,-1.01E-06,-0.0016
-2.53E+01,0.0072,0.0044,,-1.01E-06,-0.0024
-2.53E+01,-0.0016,0.0036,,-1.01E-06,-0.0024
-2.53E+01,-0.004,-0.0044,,-1.01E-06,-0.0024
-2.53E+01,0.0008,-0.0052,,-1.01E-06,-0.0024
-2.53E+01,0.0048,0.0068,,-1.01E-06,-0.0024
-2.52E+01,-0.004,-0.0036,,-1.01E-06,-0.0024
-2.52E+01,-0.0032,-0.0044,,-1.01E-06,-0.0024
-2.52E+01,0.008,0.006,,-1.01E-06,-0.0024
-2.52E+01,-0.0016,-0.0012,,-1.01E-06,-0.0032
-2.52E+01,-0.004,-0.006,,-1.01E-06,-0.0024
-2.52E+01,0.008,-0.006,,-1.01E-06,-0.0032
-2.52E+01,0.0072,0.0044,,-1.01E-06,-0.0024
-2.52E+01,-0.004,-0.0044,,-1.01E-06,-0.0024
-2.52E+01,0,-0.006,,-1.01E-06,-0.0024
-2.52E+01,0.0048,0.0044,,-1.01E-06,-0.0024
-2.51E+01,-0.0024,-0.0012,,-1.01E-06,-0.0024
-2.51E+01,-0.0024,-0.0052,,-1.01E-06,-0.0016
-2.51E+01,0.0072,-0.0028,,-1.00E-06,-0.0016
-2.51E+01,0.0072,0.0028,,-1.00E-06,-0.0008
-2.51E+01,-0.0032,-0.002,,-1.00E-06,-0.0016
-2.51E+01,-0.0048,-0.0036,,-1.00E-06,-0.0016
-2.51E+01,0.008,0.006,,-1.00E-06,-0.0008
-2.51E+01,-0.004,-0.0028,,-1.00E-06,-0.0016
-2.51E+01,-0.004,-0.006,,-1.00E-06,-0.0008
-2.51E+01,0.0064,0.0068,,-1.00E-06,-0.0016
-2.50E+01,0.0056,0.0052,,-1.00E-06,-0.0016
-2.50E+01,-0.0032,-0.0036,,-1.00E-06,-0.0024
-2.50E+01,-0.0032,-0.0044,,-1.00E-06,-0.0032
-2.50E+01,0.008,0.006,,-1.00E-06,-0.004
-2.50E+01,-0.0024,-0.0036,,-1.00E-06,-0.0032
-2.50E+01,-0.004,-0.0036,,-1.00E-06,-0.0032
-2.50E+01,0.008,0.0084,,-9.99E-07,-0.0016
-2.50E+01,0.0024,0.0052,,-9.99E-07,-0.0032
-2.50E+01,-0.0032,-0.0028,,-9.98E-07,-0.0032
-2.50E+01,-0.0008,-0.0036,,-9.98E-07,-0.0032
-2.49E+01,0.008,0.0036,,-9.98E-07,-0.004
-2.49E+01,-0.0024,-0.0052,,-9.97E-07,-0.004
-2.49E+01,-0.0024,-0.002,,-9.97E-07,-0.0048
-2.49E+01,0.0072,0.0068,,-9.96E-07,-0.0032
-2.49E+01,0.0016,0.0044,,-9.96E-07,-0.004
-2.49E+01,-0.0032,-0.0044,,-9.96E-07,-0.0024
-2.49E+01,-0.0024,-0.0052,,-9.95E-07,-0.0016
-2.49E+01,0.0056,0.006,,-9.95E-07,-0.0008
-2.49E+01,-0.0016,-0.0028,,-9.94E-07,-0.0016
-2.49E+01,-0.0016,-0.006,,-9.94E-07,-0.0008
-2.48E+01,0.0056,0.0044,,-9.94E-07,-0.0016
-2.48E+01,-0.0008,0.006,,-9.93E-07,-0.0016
-2.48E+01,-0.0008,-0.0044,,-9.93E-07,-0.0024
-2.48E+01,0,-0.0036,,-9.92E-07,-0.0032
-2.48E+01,0.0056,0.006,,-9.92E-07,-0.0024
-2.48E+01,-0.0024,-0.0044,,-9.92E-07,-0.0024
-2.48E+01,-0.0008,-0.0068,,-9.91E-07,-0.0016
-2.48E+01,0.0064,0.0052,,-9.91E-07,-0.0016
-2.48E+01,-0.0024,0.0012,,-9.90E-07,-0.0016
-2.48E+01,-0.0032,-0.002,,-9.90E-07,-0.0016
-2.47E+01,0.0064,-0.0028,,-9.90E-07,-0.0008
-2.47E+01,0.0064,0.0052,,-9.89E-07,-0.0016
-2.47E+01,-0.0024,-0.0044,,-9.89E-07,-0.0008
-2.47E+01,-0.0024,-0.006,,-9.88E-07,-0.0016
-2.47E+01,0.008,0.0068,,-9.88E-07,-0.0008
-2.47E+01,-0.0024,-0.002,,-9.88E-07,-0.0016
-2.47E+01,-0.0024,-0.0028,,-9.87E-07,-0.0016
-2.47E+01,0.0056,-0.0044,,-9.87E-07,-0.0032
-2.47E+01,0.0072,0.0044,,-9.86E-07,-0.0032
-2.47E+01,-0.0032,-0.0036,,-9.86E-07,-0.0024
-2.46E+01,-0.0008,-0.0036,,-9.86E-07,-0.0024
-2.46E+01,0.0056,0.006,,-9.85E-07,-0.0024
-2.46E+01,-0.0008,-0.0036,,-9.85E-07,-0.0032
-2.46E+01,-0.004,-0.0044,,-9.84E-07,-0.0024
-2.46E+01,0.0048,0.0004,,-9.84E-07,-0.0016
-2.46E+01,0.0056,0.0084,,-9.84E-07,-0.0016
-2.46E+01,-0.0024,-0.0036,,-9.83E-07,-0.0016
-2.46E+01,-0.0008,-0.0012,,-9.83E-07,-0.0024
-2.46E+01,0.0072,0.0068,,-9.82E-07,-0.0024
-2.46E+01,-0.0008,-0.002,,-9.82E-07,-0.0032
-2.45E+01,-0.0024,-0.0044,,-9.82E-07,-0.0024
-2.45E+01,0.0072,0.006,,-9.81E-07,-0.0024
-2.45E+01,0.004,0.0044,,-9.81E-07,-0.0024
-2.45E+01,-0.0024,-0.0028,,-9.80E-07,-0.0024
-2.45E+01,-0.0016,-0.0052,,-9.80E-07,-0.0024
-2.45E+01,0.0072,0.0028,,-9.80E-07,-0.0016
-2.45E+01,-0.0016,-0.0044,,-9.79E-07,-0.0008
-2.45E+01,-0.004,-0.0052,,-9.79E-07,0
-2.45E+01,0.0072,0.0044,,-9.78E-07,0.0008
-2.45E+01,0.0024,0.0052,,-9.78E-07,0.0024
-2.44E+01,-0.0016,-0.0036,,-9.78E-07,0.0048
-2.44E+01,-0.0024,-0.0068,,-9.77E-07,0.0064
-2.44E+01,0.0064,0.0044,,-9.77E-07,0.0072
-2.44E+01,-0.0032,-0.0068,,-9.76E-07,0.008
-2.44E+01,-0.0016,-0.0044,,-9.76E-07,0.008
-2.44E+01,0.0048,0.0068,,-9.76E-07,0.0088
-2.44E+01,-0.0008,0.0044,,-9.75E-07,0.008
-2.44E+01,-0.004,-0.0044,,-9.75E-07,0.0064
-2.44E+01,-0.0016,-0.0012,,-9.74E-07,0.0064
-2.44E+01,0.0088,0.0052,,-9.74E-07,0.0064
-2.43E+01,-0.0016,-0.0044,,-9.74E-07,0.0064
-2.43E+01,-0.0024,-0.006,,-9.73E-07,0.0072
-2.43E+01,0.0056,0.006,,-9.73E-07,0.0064
-2.43E+01,-0.0016,0.0012,,-9.72E-07,0.0072
-2.43E+01,-0.0016,-0.0052,,-9.72E-07,0.0072
-2.43E+01,0.004,-0.0052,,-9.72E-07,0.0072
-2.43E+01,0.0088,0.006,,-9.71E-07,0.0088
-2.43E+01,-0.0016,-0.0044,,-9.71E-07,0.0072
-2.43E+01,-0.004,-0.0044,,-9.70E-07,0.0072
-2.43E+01,0.0064,0.0036,,-9.70E-07,0.0072
-2.42E+01,-0.0016,0.0012,,-9.70E-07,0.0072
-2.42E+01,-0.0008,-0.0044,,-9.69E-07,0.0064
-2.42E+01,0.0056,-0.002,,-9.69E-07,0.008
-2.42E+01,0.0088,0.0052,,-9.68E-07,0.0064
-2.42E+01,-0.004,-0.006,,-9.68E-07,0.0064
-2.42E+01,-0.0008,-0.0036,,-9.68E-07,0.0072
-2.42E+01,0.0048,0.0052,,-9.67E-07,0.0072
-2.42E+01,-0.0024,-0.0004,,-9.67E-07,0.0072
-2.42E+01,-0.0024,-0.0068,,-9.66E-07,0.008
-2.42E+01,0.0056,-0.0012,,-9.66E-07,0.0072
-2.41E+01,0.0056,0.0044,,-9.66E-07,0.0072
-2.41E+01,-0.0008,-0.0044,,-9.65E-07,0.0056
-2.41E+01,-0.0032,-0.0036,,-9.65E-07,0.0072
-2.41E+01,0.0056,0.0052,,-9.64E-07,0.0072
-2.41E+01,-0.0008,-0.0044,,-9.64E-07,0.0064
-2.41E+01,-0.0016,-0.0044,,-9.64E-07,0.0056
-2.41E+01,0.0064,0.006,,-9.63E-07,0.0056
-2.41E+01,0.0032,0.0044,,-9.63E-07,0.0064
-2.41E+01,-0.0024,-0.0028,,-9.62E-07,0.0072
-2.41E+01,-0.0024,-0.0044,,-9.62E-07,0.0072
-2.40E+01,0.0088,0.006,,-9.62E-07,0.0072
-2.40E+01,-0.0024,-0.0052,,-9.61E-07,0.0072
-2.40E+01,-0.0016,-0.0044,,-9.61E-07,0.0064
-2.40E+01,0.0064,0.0052,,-9.60E-07,0.0064
-2.40E+01,0.0032,0.0052,,-9.60E-07,0.0064
-2.40E+01,-0.0024,-0.0052,,-9.60E-07,0.0064
-2.40E+01,-0.0024,-0.0044,,-9.59E-07,0.0072
-2.40E+01,0.0064,0.0036,,-9.59E-07,0.0064
-2.40E+01,-0.0024,-0.0036,,-9.58E-07,0.0072
-2.40E+01,-0.0024,-0.0052,,-9.58E-07,0.0072
-2.39E+01,0.004,0.0036,,-9.58E-07,0.008
-2.39E+01,0.0016,0.0052,,-9.57E-07,0.0088
-2.39E+01,-0.0024,-0.0036,,-9.57E-07,0.008
-2.39E+01,-0.0024,-0.0036,,-9.56E-07,0.0096
-2.39E+01,0.0056,0.006,,-9.56E-07,0.0104
-2.39E+01,-0.0032,-0.0044,,-9.56E-07,0.0096
-2.39E+01,-0.0024,-0.0036,,-9.55E-07,0.0096
-2.39E+01,0.0048,0.0052,,-9.55E-07,0.008
-2.39E+01,-0.0008,0.0068,,-9.54E-07,0.0064
-2.39E+01,-0.0024,-0.0052,,-9.54E-07,0.0048
-2.38E+01,-0.0008,-0.002,,-9.54E-07,0.004
-2.38E+01,0.0088,0.006,,-9.53E-07,0.0024
-2.38E+01,-0.0024,-0.0044,,-9.53E-07,0.004
-2.38E+01,-0.0048,-0.0068,,-9.52E-07,0.0048
-2.38E+01,0.0064,0.006,,-9.52E-07,0.0072
-2.38E+01,-0.0016,0.0044,,-9.52E-07,0.0072
-2.38E+01,-0.0048,-0.0052,,-9.51E-07,0.008
-2.38E+01,0.0048,-0.0036,,-9.51E-07,0.0072
-2.38E+01,0.0088,0.006,,-9.50E-07,0.0072
-2.38E+01,-0.0032,-0.006,,-9.50E-07,0.008
-2.37E+01,-0.0016,-0.0052,,-9.50E-07,0.008
-2.37E+01,0.0088,0.0068,,-9.49E-07,0.008
-2.37E+01,-0.0024,0.0004,,-9.49E-07,0.0088
-2.37E+01,-0.0024,-0.0044,,-9.48E-07,0.0088
-2.37E+01,0.0072,-0.0052,,-9.48E-07,0.0088
-2.37E+01,0.0096,0.0052,,-9.48E-07,0.008
-2.37E+01,-0.0016,-0.0036,,-9.47E-07,0.0072
-2.37E+01,-0.0008,-0.0036,,-9.47E-07,0.0064
-2.37E+01,0.0112,-0.0012,,-9.46E-07,0.0072
-2.37E+01,-0.0016,-0.0076,,-9.46E-07,0.0064
-2.36E+01,-0.0024,-0.0044,,-9.46E-07,0.0072
-2.36E+01,0.016,-0.0028,,-9.45E-07,0.0072
-2.36E+01,0.0152,-0.006,,-9.45E-07,0.0072
-2.36E+01,-0.0016,-0.0036,,-9.44E-07,0.0072
-2.36E+01,-0.0016,-0.0052,,-9.44E-07,0.0064
-2.36E+01,0.0152,-0.0012,,-9.44E-07,0.0056
-2.36E+01,-0.0024,-0.0052,,-9.43E-07,0.0056
-2.36E+01,-0.0024,-0.0052,,-9.43E-07,0.004
-2.36E+01,0.0144,-0.0036,,-9.42E-07,0.0032
-2.36E+01,0.0128,-0.0028,,-9.42E-07,0.004
-2.35E+01,0,-0.0068,,-9.42E-07,0.0048
-2.35E+01,-0.0032,-0.006,,-9.41E-07,0.0048
-2.35E+01,0.0152,-0.0052,,-9.41E-07,0.004
-2.35E+01,-0.0032,-0.0052,,-9.40E-07,0.0048
-2.35E+01,-0.0024,-0.0044,,-9.40E-07,0.0032
-2.35E+01,0.0128,-0.0044,,-9.40E-07,0.0016
-2.35E+01,0.0104,-0.0028,,-9.39E-07,0.0016
-2.35E+01,-0.0016,-0.006,,-9.39E-07,0.0008
-2.35E+01,-0.004,-0.0044,,-9.38E-07,0.0008
-2.35E+01,0.0128,0.0012,,-9.38E-07,0.0008
-2.34E+01,-0.0016,-0.0044,,-9.38E-07,0.0016
-2.34E+01,0,-0.0044,,-9.37E-07,0.0016
-2.34E+01,0.0088,0.0028,,-9.37E-07,0.0008
-2.34E+01,0.0016,0.0012,,-9.36E-07,0
-2.34E+01,-0.0032,-0.0044,,-9.36E-07,-0.0008
-2.34E+01,-0.0016,-0.0044,,-9.36E-07,-0.0016
-2.34E+01,0.008,0.0076,,-9.35E-07,-0.0024
-2.34E+01,-0.004,-0.0028,,-9.35E-07,-0.0024
